applicant_id,age,income,credit_score,employment_years,education,gender,ethnicity,loan_amount,loan_purpose,approved
A01277,34,47836,758,6.0,Bachelor,Male,White,35002,education,1
A01278,56,82519,840,13.2,High School,Male,White,25070,personal,1
A01279,28,64262,799,4.6,Bachelor,Male,Other,27924,personal,1
A01280,31,186815,744,1.3,High School,Female,Asian,29876,personal,1
A01281,34,103846,682,4.3,Master,Male,Other,24599,business,1
A01282,29,116933,696,1.4,High School,Male,White,11990,business,0
A01283,35,263037,619,4.5,Bachelor,Female,White,11164,personal,1
A01284,47,77257,564,0.4,High School,Male,Asian,20252,auto,1
A01285,48,54059,589,11.2,Bachelor,Female,Black,19911,auto,1
A01286,45,87925,683,5.2,High School,Male,White,31053,auto,0
A01287,29,35047,656,5.9,Bachelor,Female,White,53173,business,1
A01288,29,52292,562,2.9,Master,Male,White,29002,auto,1
A01289,61,33235,677,4.0,High School,Female,Black,11513,home,0
A01290,32,62242,654,18.7,Master,Female,Asian,3847,business,1
A01291,25,33151,586,3.2,Bachelor,Female,White,11906,business,1
A01292,40,32462,650,6.2,Bachelor,Female,White,7513,education,1
A01293,21,62823,654,7.3,Bachelor,Male,White,12279,personal,1
A01294,36,45133,630,13.2,Bachelor,Male,Black,26737,business,0
A01295,58,20000,754,3.7,Master,Female,White,23564,personal,1
A01296,32,20468,527,4.9,Master,Female,White,97396,auto,0
A01297,51,24628,521,6.0,Master,Female,Hispanic,32417,home,0
A01298,42,28860,680,1.4,High School,Female,White,101451,auto,1
A01299,36,62859,687,12.9,Master,Female,Black,39031,personal,1
A01300,50,55902,712,2.8,High School,Female,Black,52499,personal,0
A01301,47,92889,636,0.2,Bachelor,Female,White,16529,home,1
A01302,35,77009,606,1.7,High School,Female,Black,9324,personal,1
A01303,30,93259,679,4.5,High School,Male,Black,15380,education,1
A01304,61,70617,644,3.6,Bachelor,Female,Black,21818,personal,0
A01305,28,55592,804,6.2,PhD,Female,Black,13326,business,1
A01306,63,94808,654,3.2,High School,Male,White,9888,home,1
A01307,41,85105,675,5.6,Bachelor,Female,White,30744,education,1
A01308,64,61430,850,11.7,Bachelor,Female,White,9854,home,1
A01309,36,105097,664,1.2,PhD,Male,White,6458,auto,1
A01310,45,20000,724,10.5,Master,Female,White,8976,business,0
A01311,48,41180,731,3.5,High School,Male,White,18260,business,1
A01312,35,40803,738,20.5,High School,Male,Hispanic,9969,business,1
A01313,30,97890,703,5.0,Bachelor,Female,White,18352,business,1
A01314,43,125848,695,0.9,High School,Female,Asian,35609,home,1
A01315,50,20535,688,10.7,PhD,Female,Black,34876,education,1
A01316,32,114313,633,5.8,PhD,Male,White,12982,education,1
A01317,54,24273,706,9.8,PhD,Female,Black,7760,education,1
A01318,49,24717,842,0.6,High School,Male,White,13898,auto,0
A01319,28,42592,776,0.4,Master,Female,Asian,37216,business,1
A01320,62,40500,704,0.8,Master,Male,Asian,44862,business,1
A01321,22,20000,748,1.9,High School,Female,Hispanic,29211,education,1
A01322,49,72397,610,5.6,High School,Male,Black,57592,home,0
A01323,40,73691,659,2.0,High School,Male,Asian,87847,home,0
A01324,49,92265,755,8.5,Bachelor,Male,Black,14964,auto,1
A01325,55,37794,798,0.6,Other,Female,Asian,72348,education,1
A01326,51,47870,618,0.7,Master,Female,White,17882,personal,1
A01327,49,48133,641,29.2,High School,Female,Asian,49805,business,1
A01328,57,134968,850,12.0,Bachelor,Male,Black,38826,education,1
A01329,51,20000,687,2.5,High School,Male,White,4529,auto,1
A01330,56,27607,825,0.9,High School,Female,Other,10168,home,1
A01331,38,49184,696,5.4,High School,Male,Black,8291,home,0
A01332,29,25556,699,0.7,Bachelor,Female,Asian,5294,home,0
A01333,31,41982,655,0.3,Master,Female,White,44509,personal,1
A01334,47,45449,755,3.7,Master,Female,Black,115268,home,1
A01335,44,33037,788,6.8,PhD,Female,Hispanic,17923,personal,1
A01336,24,50954,597,1.6,High School,Male,White,43622,education,1
A01337,29,71459,651,2.4,Master,Male,Hispanic,72236,business,0
A01338,63,42541,753,22.3,High School,Female,Black,26021,personal,1
A01339,52,37349,669,7.3,Bachelor,Male,White,21584,business,0
A01340,54,44379,640,19.9,Bachelor,Female,Black,18096,home,1
A01341,29,48802,760,7.7,High School,Female,White,33861,personal,1
A01342,23,20000,768,4.8,High School,Male,Hispanic,44344,home,1
A01343,33,64662,644,1.3,High School,Female,Asian,31870,education,1
A01344,58,37399,696,0.1,High School,Male,White,31007,business,1
A01345,43,104497,583,4.1,PhD,Female,White,21142,auto,0
A01346,55,69886,608,16.1,High School,Male,White,6158,business,1
A01347,42,98917,689,1.2,Bachelor,Female,White,45169,business,1
A01348,42,26726,682,1.1,Other,Male,Asian,7881,personal,1
A01349,47,39228,602,8.8,Bachelor,Male,White,36152,personal,1
A01350,63,23260,622,0.6,Bachelor,Male,White,40319,auto,1
A01351,40,32108,594,1.4,PhD,Male,White,8845,business,1
A01352,47,103908,716,11.8,High School,Female,Black,13544,personal,1
A01353,61,119670,522,1.3,High School,Male,Hispanic,120232,home,0
A01354,37,24615,599,10.7,Bachelor,Male,White,20669,business,0
A01355,57,37236,530,6.8,Bachelor,Male,White,8298,personal,1
A01356,44,46830,713,17.3,Master,Male,White,41802,home,1
A01357,59,69658,535,6.8,High School,Male,White,11871,business,0
A01358,41,20000,682,0.7,Bachelor,Male,White,4738,home,1
A01359,48,20000,811,23.1,Master,Female,Hispanic,33383,education,1
A01360,35,65760,813,0.7,Other,Female,White,10579,personal,1
A01361,48,20000,535,3.4,High School,Female,White,28479,personal,0
A01362,35,37493,703,7.8,High School,Male,Black,11497,business,1
A01363,47,54027,600,2.7,PhD,Female,Hispanic,38784,business,0
A01364,55,62906,584,1.6,Bachelor,Female,White,25509,auto,0
A01365,40,45024,670,6.5,High School,Female,White,2775,personal,0
A01366,39,39361,778,0.9,High School,Male,Hispanic,29899,business,1
A01367,35,81368,727,0.5,Master,Male,White,17469,personal,1
A01368,53,58169,622,3.1,Bachelor,Male,Hispanic,68416,business,1
A01369,47,33249,736,21.2,Bachelor,Male,Hispanic,30217,home,1
A01370,43,50142,500,6.5,PhD,Female,Asian,40333,education,1
A01371,22,61691,619,1.2,High School,Male,White,12476,business,1
A01372,25,137439,614,13.9,High School,Male,White,11707,business,1
A01373,21,78573,686,0.6,Bachelor,Male,Asian,21579,auto,1
A01374,58,101593,663,18.6,PhD,Male,White,16506,home,1
A01375,58,33983,668,5.8,High School,Male,White,64241,personal,1
A01376,23,35792,666,0.5,Master,Male,Black,19483,personal,1
A01377,23,42564,681,8.2,High School,Female,White,8267,personal,1
A01378,55,44974,723,5.0,High School,Male,Black,11360,business,0
A01379,44,26773,691,4.6,PhD,Female,Asian,47669,personal,1
A01380,34,104773,657,4.8,High School,Female,Black,19267,education,1
A01381,48,83283,712,3.9,High School,Female,White,18461,business,1
A01382,31,40806,746,3.2,Master,Female,Other,51438,education,1
A01383,29,72043,635,16.0,Bachelor,Male,Black,10595,business,0
A01384,37,56035,675,2.6,Bachelor,Female,White,3684,home,0
A01385,60,75500,772,9.6,Master,Female,Black,11133,auto,1
A01386,54,21881,591,13.2,High School,Female,White,26733,auto,0
A01387,29,44918,824,14.0,Master,Male,White,18040,education,1
A01388,45,47343,572,5.5,Bachelor,Female,Black,6321,personal,0
A01389,59,71266,652,4.9,High School,Male,White,49654,home,1
A01390,62,33622,603,3.1,Master,Female,White,25104,business,1
A01391,54,20000,850,1.1,Bachelor,Male,Black,30067,personal,1
A01392,26,25616,639,8.1,PhD,Male,White,30812,business,0
A01393,31,47257,639,6.9,PhD,Female,White,7794,business,1
A01394,30,50936,650,2.6,Master,Female,White,28065,home,1
A01395,27,134625,687,0.4,Bachelor,Female,Black,45522,business,0
A01396,28,69539,653,0.6,High School,Female,Asian,54844,auto,1
A01397,34,51478,669,3.7,PhD,Female,White,39222,auto,0
A01398,45,48077,397,4.1,Bachelor,Male,Hispanic,33206,personal,0
A01399,38,95083,684,5.6,Master,Non-binary,White,5486,business,1
A01400,39,34404,681,1.7,Master,Male,White,21764,personal,1
A01401,31,45063,763,10.9,High School,Male,White,10247,education,1
A01402,27,25500,784,3.6,High School,Female,White,61434,auto,0
A01403,64,114845,664,3.4,Bachelor,Male,White,54410,personal,1
A01404,47,62037,745,5.7,Bachelor,Female,Hispanic,10296,business,1
A01405,31,32063,591,6.0,High School,Male,Hispanic,21230,personal,0
A01406,56,45767,741,10.0,Bachelor,Male,Other,26871,home,1
A01407,57,66555,634,0.5,Master,Male,Asian,45280,education,1
A01408,63,42174,585,6.7,Bachelor,Female,White,5764,personal,1
A01409,28,35572,665,5.0,High School,Female,White,3760,personal,1
A01410,49,33104,792,15.0,Master,Male,White,22709,business,1
A01411,64,60076,694,3.1,Master,Male,White,2906,home,1
A01412,56,39543,799,6.5,Other,Male,Asian,25005,education,1
A01413,30,37337,620,13.3,High School,Male,White,35375,home,0
A01414,60,21990,763,13.7,PhD,Female,White,59211,personal,1
A01415,39,51358,627,3.9,Master,Female,White,13385,business,1
A01416,42,43970,698,0.5,Master,Male,Asian,25057,home,1
A01417,45,40417,697,4.7,Bachelor,Male,White,37093,business,0
A01418,54,55230,732,4.7,High School,Female,Hispanic,8599,business,1
A01419,26,76787,700,14.5,Bachelor,Male,White,45810,home,1
A01420,44,74677,620,5.5,High School,Male,White,27432,home,0
A01421,56,68298,750,3.9,High School,Female,White,13570,auto,1
A01422,45,42429,818,11.2,PhD,Male,Hispanic,24664,home,1
A01423,33,34884,633,9.8,High School,Male,Hispanic,19703,education,1
A01424,23,26203,533,8.8,PhD,Male,White,41112,personal,0
A01425,45,34341,719,0.2,Bachelor,Female,White,16508,home,1
A01426,51,49602,653,1.2,Master,Male,White,26414,business,1
A01427,45,30583,669,2.8,High School,Female,White,13403,education,0
A01428,64,51929,724,2.6,Bachelor,Male,White,10401,personal,1
A01429,47,27466,643,21.0,Bachelor,Male,White,25266,education,1
A01430,43,20000,658,15.2,PhD,Female,Black,10749,business,0
A01431,23,80149,671,2.4,High School,Male,Hispanic,41792,personal,1
A01432,45,36877,797,0.4,High School,Male,Hispanic,35375,home,1
A01433,28,29666,682,15.4,PhD,Male,Hispanic,11943,auto,1
A01434,52,25430,581,0.6,High School,Female,Other,26134,auto,1
A01435,28,63184,584,2.1,Bachelor,Male,Other,11899,home,1
A01436,60,111853,691,3.3,High School,Female,White,6103,business,1
A01437,34,38490,589,0.6,High School,Male,White,13659,home,0
A01438,40,43073,555,4.5,Bachelor,Male,White,21157,auto,0
A01439,27,93244,730,7.8,Bachelor,Male,Asian,33427,home,0
A01440,30,20000,734,4.3,Bachelor,Male,White,24824,business,1
A01441,61,159551,650,5.2,Bachelor,Female,White,45530,business,1
A01442,33,212449,703,9.7,Master,Male,White,10047,education,1
A01443,43,20000,695,11.2,Other,Female,Black,16295,education,1
A01444,64,46235,728,0.0,High School,Male,Black,82083,education,0
A01445,48,31844,728,8.4,Bachelor,Female,Hispanic,4699,home,0
A01446,22,41820,471,3.4,Bachelor,Male,Black,15343,auto,1
A01447,36,38138,660,14.9,Master,Female,Asian,9346,personal,1
A01448,38,79782,721,4.0,Bachelor,Male,White,18838,home,1
A01449,33,45819,647,1.5,Master,Female,Asian,15559,business,0
A01450,31,28380,682,4.2,Bachelor,Female,Black,35657,home,0
A01451,43,44209,740,23.2,Bachelor,Female,White,27022,home,1
A01452,37,66760,686,6.6,Master,Male,Other,7750,auto,1
A01453,33,24095,800,12.7,Bachelor,Female,Asian,13759,auto,1
A01454,39,20000,770,1.9,Bachelor,Male,Hispanic,22024,auto,1
A01455,36,162047,670,2.9,High School,Male,Asian,39795,personal,1
A01456,31,33341,664,5.2,Bachelor,Female,White,154255,personal,1
A01457,40,45142,451,12.6,High School,Female,White,38647,business,1
A01458,62,38612,653,2.5,Master,Male,White,9798,home,1
A01459,43,68108,571,3.9,Bachelor,Female,Asian,20433,personal,1
A01460,47,142013,697,0.0,High School,Female,Hispanic,25457,personal,1
A01461,64,69422,692,1.9,High School,Male,Other,14537,home,1
A01462,47,20000,735,19.7,Bachelor,Male,Hispanic,32087,auto,1
A01463,30,21365,791,6.7,PhD,Female,Black,3579,business,1
A01464,38,38585,677,20.0,Bachelor,Male,White,34286,home,1
A01465,42,41733,850,10.6,High School,Male,White,15046,home,1
A01466,41,20000,698,14.1,Bachelor,Male,White,20175,business,1
A01467,27,80145,575,1.7,Other,Female,Hispanic,71152,auto,0
A01468,25,25545,635,34.6,Master,Male,White,8028,education,1
A01469,36,120088,650,3.7,High School,Male,Asian,27396,business,1
A01470,61,146148,727,6.8,Bachelor,Male,Black,41570,education,1
A01471,52,42236,604,11.0,Master,Male,White,25242,business,1
A01472,58,63792,656,7.8,Master,Non-binary,Asian,6055,home,1
A01473,28,23407,667,0.7,Bachelor,Female,Black,64881,home,1
A01474,39,71268,644,4.9,Master,Female,Hispanic,18599,auto,1
A01475,46,36354,744,18.5,Bachelor,Female,White,14443,auto,1
A01476,40,25531,731,18.2,High School,Male,White,17181,auto,1
A01477,39,41208,773,7.3,High School,Female,White,16224,business,1
A01478,36,37069,653,3.9,Bachelor,Non-binary,White,8500,home,1
A01479,23,40332,776,5.3,High School,Female,Hispanic,25133,home,0
A01480,58,86665,570,2.0,Bachelor,Female,Other,13659,auto,0
A01481,62,30601,568,1.5,Master,Male,Asian,37673,auto,0
A01482,24,138831,582,10.5,Master,Female,White,33325,home,0
A01483,39,22136,680,1.8,High School,Male,Other,80864,home,1
A01484,43,129218,776,5.9,High School,Female,White,18595,education,1
A01485,55,26637,631,21.7,Master,Male,White,11584,home,1
A01486,64,48991,641,6.5,Bachelor,Female,Hispanic,6796,home,0
A01487,39,36529,662,7.3,High School,Female,Asian,127347,personal,1
A01488,53,39885,725,6.1,Master,Female,Asian,37409,home,0
A01489,62,79285,641,17.0,High School,Male,Hispanic,12658,home,1
A01490,57,120559,637,6.3,High School,Female,White,85350,home,1
A01491,33,100139,572,1.3,Master,Female,White,65181,education,0
A01492,56,38448,634,5.0,Bachelor,Female,White,7472,business,0
A01493,39,54751,774,1.9,Bachelor,Female,Black,12054,business,1
A01494,21,30661,687,4.9,Master,Female,White,19813,business,1
A01495,54,27039,620,1.5,PhD,Female,White,9357,home,0
A01496,57,24642,778,6.1,High School,Male,White,20388,auto,1
A01497,36,37701,633,2.7,Bachelor,Male,Black,38931,business,1
A01498,40,56940,793,8.2,High School,Female,Hispanic,7342,business,1
A01499,37,20000,792,4.3,Bachelor,Female,White,27844,auto,1
A01500,26,47676,684,1.6,Bachelor,Male,White,56094,personal,1
A01501,64,121736,560,3.3,Bachelor,Male,Black,30338,personal,1
A01502,21,96100,850,6.4,High School,Male,Black,20733,business,1
A01503,45,34506,710,1.9,Master,Female,White,12906,business,0
A01504,21,21202,654,0.6,Bachelor,Female,White,42816,personal,1
A01505,51,64595,756,11.6,PhD,Female,Asian,8590,business,1
A01506,60,20000,736,2.0,Bachelor,Male,Hispanic,26748,education,0
A01507,49,95424,784,5.4,Master,Male,White,22480,auto,1
A01508,47,43124,627,2.9,Bachelor,Female,Black,54202,auto,1
A01509,57,147087,705,1.8,Bachelor,Male,Black,13819,personal,1
A01510,63,20000,585,12.6,Master,Male,White,14791,auto,1
A01511,58,85040,733,27.2,Master,Male,White,8155,business,1
A01512,31,46151,678,1.6,Bachelor,Female,Other,31251,education,0
A01513,45,40189,702,7.2,Bachelor,Female,White,15692,auto,1
A01514,57,21549,668,4.3,Bachelor,Male,White,11051,education,0
A01515,33,70083,659,15.3,Bachelor,Male,Hispanic,11926,home,1
A01516,50,73547,610,5.4,Bachelor,Female,White,33849,business,0
A01517,22,143068,743,1.0,Master,Male,Black,9114,home,1
A01518,59,89754,799,15.0,Bachelor,Male,White,9785,home,1
A01519,48,34326,635,25.2,Bachelor,Male,White,45120,auto,1
A01520,53,26840,724,6.5,Bachelor,Male,White,19285,education,1
A01521,57,21566,714,1.1,Other,Female,Other,47304,auto,1
A01522,30,118650,680,14.5,High School,Female,Black,16523,personal,1
A01523,40,30733,557,3.2,High School,Male,Hispanic,22006,personal,1
A01524,58,119149,575,1.9,High School,Female,White,24960,auto,0
A01525,28,67174,617,7.1,Master,Male,Hispanic,66824,personal,0
A01526,57,59751,508,20.0,Bachelor,Female,White,62611,home,0
A01527,33,40777,792,10.1,Bachelor,Male,Black,55414,home,1
A01528,46,72867,709,9.6,High School,Male,White,13318,auto,1
A01529,43,48567,677,0.9,PhD,Female,Black,10001,personal,1
A01530,51,39280,504,10.7,Bachelor,Female,White,40482,education,1
A01531,57,74429,534,8.3,Bachelor,Female,White,66264,business,0
A01532,36,44963,679,5.2,High School,Female,Hispanic,55840,business,1
A01533,28,30363,837,5.0,High School,Female,White,22257,education,1
A01534,39,70255,624,0.3,High School,Female,White,39428,personal,0
A01535,47,47174,749,0.6,Bachelor,Male,Asian,39987,personal,1
A01536,54,65732,641,6.9,Bachelor,Male,White,24813,education,0
A01537,54,37334,684,16.2,High School,Female,Black,25691,business,1
A01538,35,23730,777,7.6,Bachelor,Female,Hispanic,23826,business,1
A01539,62,138835,652,5.8,High School,Female,Hispanic,11725,education,1
A01540,24,123991,624,1.5,Bachelor,Male,White,12722,home,1
A01541,26,83305,793,7.4,High School,Male,Black,12566,auto,1
A01542,22,38844,683,0.1,High School,Male,White,6127,personal,1
A01543,61,40937,767,14.1,High School,Female,White,24693,auto,1
A01544,28,112352,625,5.0,Master,Male,Hispanic,21322,business,1
A01545,47,39644,792,3.3,PhD,Female,Other,40520,personal,1
A01546,56,33539,701,10.2,Bachelor,Male,White,60389,business,1
A01547,54,150744,714,3.0,High School,Male,White,63540,auto,1
A01548,62,47638,690,10.4,Other,Female,Hispanic,68512,personal,1
A01549,23,141641,639,3.9,Other,Male,White,12020,home,1
A01550,38,21183,679,17.3,Bachelor,Female,Hispanic,7005,business,0
A01551,43,66897,644,4.5,High School,Male,White,46378,auto,1
A01552,51,169846,756,2.3,Master,Female,White,66549,business,1
A01553,48,49903,663,5.9,Other,Female,Black,76480,education,1
A01554,45,41839,560,6.0,Master,Female,Other,32467,education,1
A01555,34,24327,545,14.8,Bachelor,Male,White,4458,auto,0
A01556,25,93845,541,2.2,Bachelor,Male,Asian,29510,education,1
A01557,39,30881,729,11.7,Other,Female,White,34349,personal,1
A01558,32,46310,587,4.0,High School,Non-binary,White,59973,personal,1
A01559,45,23372,704,7.3,High School,Female,White,69127,education,1
A01560,56,124758,690,10.4,Master,Female,White,45601,personal,1
A01561,45,98020,674,1.1,High School,Female,Black,13769,personal,1
A01562,46,48100,715,2.9,Bachelor,Female,White,9669,business,1
A01563,22,24526,692,3.4,High School,Female,White,33764,education,1
A01564,49,123197,463,0.9,High School,Female,White,11685,home,1
A01565,40,39357,654,2.2,High School,Female,Hispanic,71690,education,1
A01566,26,25257,714,1.1,Bachelor,Female,Asian,5632,auto,1
A01567,30,20000,811,12.0,Bachelor,Female,White,34665,home,1
A01568,55,33270,814,5.6,Bachelor,Male,White,28442,personal,1
A01569,61,20480,570,2.9,Bachelor,Male,Other,18668,auto,0
A01570,43,33735,652,17.6,PhD,Non-binary,White,10508,business,1
A01571,63,76622,554,1.5,Bachelor,Female,Hispanic,4232,personal,1
A01572,28,39134,801,2.6,Other,Male,Black,14398,education,1
A01573,34,60682,761,12.6,Bachelor,Female,Asian,14601,business,1
A01574,61,31761,708,0.7,High School,Female,White,53604,business,1
A01575,28,50975,693,12.0,Master,Female,White,11774,education,1
A01576,50,155210,790,2.2,Master,Female,White,31641,personal,1
A01577,30,39771,776,2.0,High School,Male,White,7833,personal,1
A01578,35,61738,772,2.3,Bachelor,Male,White,32344,auto,1
A01579,42,20000,716,1.7,Master,Male,Other,3676,personal,1
A01580,36,122035,652,2.8,High School,Female,White,117740,home,1
A01581,59,36815,741,5.4,Bachelor,Male,White,19675,home,1
A01582,63,92071,745,2.5,High School,Female,White,2355,education,1
A01583,43,45528,664,11.4,High School,Female,White,12404,business,1
A01584,44,70752,651,1.8,PhD,Female,White,10932,education,1
A01585,23,73321,770,3.4,Bachelor,Female,White,13034,business,1
A01586,31,37366,813,0.4,Master,Female,Hispanic,16453,auto,1
A01587,22,94385,620,7.2,Master,Female,Hispanic,12963,personal,1
A01588,58,31088,658,4.6,Other,Male,White,11462,personal,1
A01589,31,78179,708,8.5,Bachelor,Male,Hispanic,8717,home,1
A01590,35,38788,718,0.9,Bachelor,Female,White,42507,education,0
A01591,58,60459,638,0.6,High School,Male,White,57578,auto,1
A01592,52,37153,830,9.5,Bachelor,Female,Asian,17967,business,1
A01593,48,50512,713,2.8,Bachelor,Male,Asian,21717,education,1
A01594,22,25724,722,16.3,Master,Female,White,8945,auto,0
A01595,45,56870,820,8.2,Bachelor,Male,White,23314,auto,1
A01596,45,50337,644,1.0,High School,Female,White,26475,auto,1
A01597,35,35451,672,0.8,PhD,Male,White,18480,home,1
A01598,53,47428,579,8.0,Master,Female,Black,30238,home,0
A01599,61,53124,666,8.8,Bachelor,Male,White,28196,business,1
A01600,32,33866,560,7.6,Master,Female,Asian,9477,personal,1
A01601,35,45376,739,7.3,Bachelor,Male,Hispanic,57207,education,1
A01602,35,26813,713,14.6,Master,Female,White,18655,personal,1
A01603,57,200273,657,12.8,Bachelor,Female,Asian,84158,home,1
A01604,24,92546,671,3.8,Bachelor,Female,Hispanic,30832,personal,1
A01605,60,57748,740,8.7,High School,Female,White,106590,education,1
A01606,55,99038,589,4.8,High School,Female,White,56399,business,1
A01607,42,20000,696,0.8,Master,Female,Asian,26416,home,1
A01608,46,20000,735,14.9,Bachelor,Male,Other,12351,business,1
A01609,60,38577,537,0.9,High School,Female,White,12565,auto,0
A01610,54,21436,734,10.0,High School,Male,Black,33739,personal,1
A01611,33,42533,546,0.8,Bachelor,Female,Asian,24698,business,0
A01612,23,55458,670,1.6,Master,Male,Other,13749,personal,0
A01613,49,85156,586,9.9,Bachelor,Male,White,42892,personal,0
A01614,27,24761,794,2.2,Master,Female,White,22720,business,1
A01615,24,62303,587,3.5,PhD,Male,Asian,43096,auto,1
A01616,64,49445,547,5.2,Bachelor,Male,White,10093,auto,1
A01617,41,60385,690,23.3,Master,Male,White,49000,personal,1
A01618,49,35887,646,1.0,High School,Female,Black,32885,business,0
A01619,30,112406,559,1.4,Bachelor,Male,White,57414,personal,0
A01620,25,46068,722,4.5,High School,Male,Hispanic,48143,business,1
A01621,23,142131,520,1.5,High School,Non-binary,White,20579,business,1
A01622,36,30508,597,2.5,High School,Female,Hispanic,19296,home,1
A01623,21,76549,633,0.5,High School,Male,White,91713,personal,1
A01624,39,47296,744,1.1,Master,Female,Hispanic,17457,auto,0
A01625,35,40269,783,6.6,Bachelor,Male,White,40084,auto,1
A01626,44,71638,768,8.2,PhD,Female,White,16234,home,1
A01627,46,40965,667,2.7,Bachelor,Male,Other,4966,home,1
A01628,34,20000,485,3.1,Bachelor,Male,Hispanic,8251,auto,0
A01629,41,20000,711,0.3,High School,Male,White,30477,personal,1
A01630,24,105182,797,10.9,Bachelor,Female,White,38596,personal,1
A01631,34,102555,778,9.2,Bachelor,Male,Black,30557,education,1
A01632,64,152116,717,15.3,PhD,Female,Other,55091,auto,1
A01633,64,48507,584,8.4,PhD,Female,White,30121,auto,1
A01634,42,22570,637,1.0,High School,Female,Asian,11846,personal,1
A01635,62,38110,834,13.9,Bachelor,Female,White,35434,home,1
A01636,43,49357,566,5.7,Bachelor,Male,Hispanic,25227,home,1
A01637,26,26789,588,16.4,Bachelor,Male,White,13898,home,1
A01638,59,131813,755,3.7,High School,Male,White,32145,personal,1
A01639,39,187906,645,0.8,Master,Female,Asian,23470,home,1
A01640,47,65314,585,3.7,Master,Male,White,13575,personal,1
A01641,49,48702,802,6.2,Bachelor,Female,Asian,19105,home,1
A01642,34,22539,716,3.7,Bachelor,Female,White,68244,education,1
A01643,53,123978,649,3.5,High School,Female,White,66483,personal,1
A01644,43,51317,588,9.4,PhD,Female,Asian,25604,home,1
A01645,37,41212,843,20.3,High School,Male,Black,23059,auto,1
A01646,34,65427,678,3.9,High School,Male,White,6999,business,1
A01647,53,34495,791,16.5,High School,Female,Black,87159,personal,1
A01648,31,53536,751,6.3,Master,Male,White,50466,personal,1
A01649,26,20630,638,6.7,Master,Female,Asian,40197,home,1
A01650,59,94113,638,1.5,High School,Female,White,3569,business,1
A01651,35,46044,795,4.1,High School,Male,White,22759,auto,1
A01652,49,98250,797,2.1,Master,Male,White,19896,education,1
A01653,52,43447,529,3.1,Bachelor,Male,Black,38034,personal,0
A01654,57,45174,723,0.4,High School,Male,Asian,15354,personal,1
A01655,48,23685,670,4.0,Other,Female,Hispanic,18299,home,0
A01656,52,77331,597,2.9,High School,Non-binary,White,36153,education,0
A01657,57,28983,700,3.5,Bachelor,Male,White,11862,auto,1
A01658,62,36612,572,1.4,High School,Female,White,13915,business,0
A01659,23,49051,642,0.3,Master,Male,Asian,25710,personal,0
A01660,53,52719,616,5.5,Master,Non-binary,White,64266,auto,0
A01661,28,20000,640,0.5,Bachelor,Female,Black,42056,home,1
A01662,60,42681,674,0.9,Master,Male,White,52068,home,1
A01663,23,78994,598,2.9,PhD,Female,Other,23170,home,1
A01664,31,39065,805,4.8,Master,Female,White,72843,auto,1
A01665,29,42837,719,1.4,Bachelor,Male,White,5470,personal,1
A01666,47,54038,823,0.5,Bachelor,Male,Asian,111056,auto,1
A01667,21,45452,667,3.7,PhD,Female,Other,123180,education,1
A01668,21,26415,636,15.2,High School,Male,Black,31738,business,1
A01669,43,47963,820,5.1,High School,Male,Hispanic,42864,business,0
A01670,63,89004,633,3.8,High School,Male,Black,21366,auto,0
A01671,44,26089,665,1.3,Master,Female,White,18626,home,0
A01672,40,39156,737,5.9,High School,Male,White,13511,home,1
A01673,49,21397,580,0.4,High School,Female,Hispanic,21179,auto,0
A01674,45,86234,736,10.5,Bachelor,Male,Hispanic,34363,home,1
A01675,37,46378,726,20.9,High School,Male,White,30819,education,1
A01676,46,29433,781,10.9,Bachelor,Female,White,107934,business,1
A01677,21,51811,751,0.1,Bachelor,Male,Hispanic,23866,business,1
A01678,31,23809,783,4.8,High School,Female,White,6693,personal,1
A01679,50,26367,671,11.4,Other,Male,Black,82079,auto,0
A01680,36,20412,610,10.7,High School,Female,Hispanic,8293,business,0
A01681,23,25846,848,0.0,Master,Male,White,14079,personal,1
A01682,26,110680,557,5.4,Bachelor,Female,White,27375,home,1
A01683,59,31575,565,14.2,High School,Male,White,30752,business,0
A01684,35,64843,725,6.6,High School,Female,White,6930,home,0
A01685,21,29679,809,17.2,Bachelor,Male,Black,12122,education,1
A01686,53,77320,695,7.6,Bachelor,Male,Hispanic,6737,personal,1
A01687,44,26485,759,9.1,High School,Female,Asian,36220,education,1
A01688,40,50188,520,3.2,Other,Male,White,56766,education,1
A01689,60,50600,640,19.3,Bachelor,Male,Hispanic,8287,business,1
A01690,34,198130,530,6.2,PhD,Female,White,48850,education,1
A01691,46,71557,742,11.9,High School,Female,Hispanic,46379,business,1
A01692,53,34346,556,0.2,High School,Female,White,13000,personal,0
A01693,47,73941,577,14.6,Bachelor,Non-binary,Black,4509,home,0
A01694,30,176823,721,2.4,High School,Male,White,9348,education,1
A01695,50,20000,764,0.7,High School,Male,White,13681,personal,1
A01696,53,29569,667,2.8,High School,Female,Other,75609,auto,1
A01697,26,42525,725,3.6,High School,Male,White,20037,education,1
A01698,28,38167,723,3.8,Master,Male,White,9843,business,0
A01699,50,40148,662,1.3,High School,Male,Black,24792,personal,0
A01700,26,22414,592,0.9,Other,Male,White,7814,auto,0
A01701,59,113820,725,4.6,High School,Male,White,33238,personal,1
A01702,25,20877,729,0.7,Bachelor,Male,White,10075,business,1
A01703,63,43471,751,10.5,Bachelor,Female,White,11316,home,1
